version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,vivo 1915,1776080260039,2026-04-13_11-37-40,Asia/Kolkata,android,1.56.0,6ed5cc21-92c8-4fa1-b840-2b2319b394bf,Accelerometer|Gyroscope|Orientation|Location|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|0||10|10|10,true,31
