time,seconds_elapsed,z,y,x
1771514211290468400,0.47146826171875,10.017000198364258,1.7839500904083252,-1.4629501104354858
1771514211300672000,0.481672119140625,9.937950134277344,1.894050121307373,-1.390950083732605
1771514211321077500,0.502077392578125,9.874950408935547,2.0719501972198486,-1.5319501161575317
1771514211341481200,0.522481201171875,10.081050872802734,1.9999500513076782,-1.7020500898361206
1771514211361885700,0.5428857421875,10.25100040435791,1.8730500936508179,-1.7119500637054443
1771514211382088700,0.563088623046875,10.13895034790039,1.8870000839233398,-1.543950080871582
1771514211392088800,0.5730888671875,10.02405071258545,1.870050072669983,-1.492050051689148
1771514211402490000,0.583489990234375,9.910950660705566,1.8490500450134277,-1.4530500173568726
1771514211423089700,0.604089599609375,9.916050910949707,1.966050148010254,-1.3840500116348267
1771514211443489300,0.6244892578125,10.066950798034668,1.9999500513076782,-1.336050033569336
1771514211463891200,0.64489111328125,10.167000770568848,1.8630000352859497,-1.4560500383377075
1771514211484292600,0.665292724609375,9.949950218200684,1.915950059890747,-1.7929500341415405
1771514211504691500,0.68569140625,9.637950897216797,2.035950183868408,-1.7880001068115234
1771514211525091000,0.706091064453125,9.669000625610352,2.127000093460083,-1.4839500188827515
1771514211545493200,0.7264931640625,9.865950584411621,2.0880000591278076,-1.4680501222610474
1771514211565895000,0.74689501953125,9.918000221252441,1.897050142288208,-1.6399500370025635
1771514211586295300,0.76729541015625,10.108050346374512,1.8850500583648682,-1.8049501180648804
1771514211606695200,0.787695068359375,10.230000495910645,1.801050066947937,-1.852950096130371
1771514211627098400,0.808098388671875,10.282050132751465,1.7890501022338867,-1.6519501209259033
1771514211647505400,0.82850537109375,10.219950675964355,1.8919501304626465,-1.4629501104354858
1771514211667911700,0.84891162109375,10.090950012207031,1.9470001459121704,-1.4599500894546509
1771514211688314400,0.869314453125,10.063950538635254,1.8820500373840332,-1.615950107574463
1771514211708712400,0.88971240234375,10.17495059967041,1.8630000352859497,-1.6690500974655151
1771514211729111800,0.91011181640625,10.045050621032715,1.8300000429153442,-1.6300500631332397
1771514211749518800,0.930518798828125,9.775050163269043,1.9039500951766968,-1.4410500526428223
1771514211769927400,0.950927490234375,9.799050331115723,2.1000001430511475,-1.3669500350952148
1771514211790332700,0.971332763671875,10.033050537109375,1.9830000400543213,-1.6230000257492065
1771514211810739500,0.991739501953125,10.267950057983398,1.8250501155853271,-1.7170500755310059
1771514211831146000,1.01214599609375,10.273050308227539,1.76295006275177,-1.5319501161575317
1771514211851550000,1.032550048828125,10.254000663757324,1.801050066947937,-1.5109500885009766
1771514211871957800,1.052957763671875,10.093050003051758,1.8349500894546509,-1.5709500312805176
1771514211892364000,1.073364013671875,10.017000198364258,1.8660000562667847,-1.7239500284194946
1771514211912766200,1.09376611328125,9.933000564575195,1.8079501390457153,-1.8960001468658447
1771514211933168400,1.11416845703125,9.865950584411621,1.7839500904083252,-1.8750001192092896
1771514211953570300,1.1345703125,9.811050415039062,1.7320500612258911,-1.585050106048584
1771514211973971500,1.154971435546875,10.00200080871582,1.7050501108169556,-1.336050033569336
1771514211994371300,1.175371337890625,10.231950759887695,1.7700001001358032,-1.3099501132965088
1771514212014770200,1.195770263671875,10.324950218200684,1.6140000820159912,-1.5390000343322754
1771514212035169000,1.2161689453125,10.351950645446777,1.4250000715255737,-1.7209501266479492
1771514212055570400,1.2365703125,10.31100082397461,1.4899500608444214,-1.7119500637054443
1771514212075974100,1.25697412109375,10.21095085144043,1.492050051689148,-1.599000096321106
1771514212096377300,1.27737744140625,10.24905014038086,1.492050051689148,-1.3720500469207764
1771514212116777700,1.29777783203125,10.342050552368164,1.5139501094818115,-1.602000117301941
1771514212137180400,1.318180419921875,10.324950218200684,1.4419500827789307,-1.76895010471344
1771514212157584100,1.338584228515625,10.23900032043457,1.4440500736236572,-1.8510000705718994
1771514212177985500,1.358985595703125,10.060050010681152,1.5450000762939453,-1.7050501108169556
1771514212198389500,1.379389404296875,9.981000900268555,1.67205011844635,-1.4719500541687012
1771514212218794500,1.39979443359375,9.95205020904541,1.6810500621795654,-1.4839500188827515
1771514212239196000,1.42019580078125,9.949950218200684,1.6380001306533813,-1.8079501390457153
