time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1771514678837000000,0.935,45,1.5,1.487648367881775,18.937000274658203,0,0,499.8000183105469,73.8758606,18.5168507
1771514680010000000,2.107999755859375,0,6.800000190734863,1.4993783235549927,14.368000030517578,0.03559071198105812,0,499.8000183105469,73.875797,18.5168576
1771514680510000000,2.608000244140625,66.19999694824219,4.199999809265137,1.504378318786621,12.345000267028809,0.2641526758670807,0,499.8000183105469,73.8757589,18.5168801
1771514681010000000,3.107999755859375,178.89999389648438,3.200000047683716,1.5093783140182495,10.958999633789062,0.2523476779460907,354.7041931152344,499.8000183105469,73.8757498,18.5168854
1771514681510000000,3.608000244140625,111.80000305175781,2.5999999046325684,1.514378309249878,9.746999740600586,0.7220745086669922,348.79144287109375,499.8000183105469,73.8756608,18.5169211
1771514682010000000,4.107999755859375,91.19999694824219,2.299999952316284,1.519378423690796,8.805999755859375,0.5641089677810669,341.6570129394531,499.8000183105469,73.8756866,18.5168904
1771514683010000000,5.107999755859375,70.80000305175781,1.7999999523162842,1.5293784141540527,8.005000114440918,0.795634388923645,330.33447265625,499.8000183105469,73.8756334,18.5169002
1771514684010000000,6.107999755859375,62,1.5,1.5393784046173096,5.728000164031982,0.7885931134223938,345.44512939453125,499.8000183105469,73.8756423,18.5169019
1771514685010000000,7.107999755859375,96.80000305175781,1.2999999523162842,1.5493783950805664,5.361999988555908,0.6044565439224243,353.392578125,499.8000183105469,73.8756608,18.51689
1771514686010000000,8.107999755859375,112.80000305175781,1.2999999523162842,1.5593783855438232,3.9140000343322754,0.48703083395957947,9.349799156188965,499.8000183105469,73.8756783,18.5168841
1771514687101366000,9.199365966796876,180,1.5,2.0262703895568848,7.203000068664551,0.48216813802719116,10.668582916259766,499.8000183105469,73.8756841,18.5168864
1771514687491654100,9.589654052734375,180,1.5,2.0262703895568848,7.366000175476074,0.449809193611145,12.648324012756348,499.8000183105469,73.8756876,18.5168804
1771514687964474400,10.062474365234374,180,0.45635709166526794,2.0262703895568848,7.078000068664551,0.566874623298645,62.88936996459961,499.8000183105469,73.8756894,18.5168792
1771514688019790600,10.11779052734375,180,0.45635709166526794,2.0362703800201416,6.866000175476074,0.5605935454368591,70.90988159179688,499.8000183105469,73.8756894,18.5168785
1771514688761148200,10.859148193359376,106.98460388183594,0.2022310346364975,2.0362703800201416,7.051000118255615,0.26340287923812866,129.22047424316406,499.8000183105469,73.8756932,18.5168751
1771514689040204500,11.13820458984375,106.21708679199219,0.2022310346364975,2.0462703704833984,6.790999889373779,0.24006114900112152,147.98678588867188,499.8000183105469,73.8756935,18.5168741
1771514689758508300,11.85650830078125,93.70651245117188,0.24775807559490204,2.0462703704833984,6.934999942779541,0.3032611310482025,212.36253356933594,499.8000183105469,73.8756957,18.516868
1771514690060453600,12.15845361328125,88.32756042480469,0.24775807559490204,2.0562703609466553,6.671999931335449,0.375395804643631,235.99114990234375,499.8000183105469,73.8756957,18.5168664
1771514690382729700,12.480729736328126,32.882789611816406,0.2037668079137802,2.0562703609466553,6.783999919891357,0.940885603427887,260.6018371582031,499.8000183105469,73.8756889,18.5168637
1771514691080671500,13.17867138671875,40.291561126708984,0.2780130207538605,2.066270351409912,6.571000099182129,0.8970542550086975,256.7188415527344,499.8000183105469,73.8756837,18.5168608
1771514691281095200,13.37909521484375,33.956626892089844,0.30324360728263855,2.066270351409912,6.685999870300293,0.9190225601196289,255.21649169921875,499.8000183105469,73.8756795,18.5168564
1771514691727513600,13.825513671875,34.36116027832031,0.30741238594055176,2.066270351409912,6.48199987411499,0.9156230688095093,254.3648681640625,499.8000183105469,73.8756752,18.5168536
1771514692100940300,14.198940185546874,35.12702178955078,0.30741238594055176,2.076270341873169,6.331999778747559,0.9127063751220703,252.23304748535156,499.8000183105469,73.8756723,18.5168521
1771514692224121900,14.322121826171875,18.670787811279297,0.3055301904678345,2.076270341873169,4.482999801635742,1.0030031204223633,248.9978790283203,499.8000183105469,73.8756661,18.5168467
1771514692891786800,14.989786865234375,18.75507926940918,0.3425808846950531,2.076270341873169,4.4019999504089355,0.9676120281219482,245.6382598876953,499.8000183105469,73.8756577,18.5168415
1771514693010000000,15.107999755859375,13,1.600000023841858,2.086270332336426,4.151000022888184,1.2806220054626465,249.3168487548828,499.8000183105469,73.8756053,18.5168253
1771514694010000000,16.107999755859375,14.300000190734863,1.7000000476837158,2.0962703227996826,3.8340001106262207,2.237131118774414,255.69544982910156,499.8000183105469,73.8755207,18.516804
1771514695010000000,17.107999755859375,14.899999618530273,1.899999976158142,2.1062703132629395,3.563999891281128,3.1027510166168213,258.7780456542969,499.8000183105469,73.8754676,18.5167901
1771514696347000000,18.445,14.199999809265137,2,2.119640350341797,3.1459999084472656,3.9195797443389893,259.31512451171875,499.8000183105469,73.8753964,18.516778
1771514697347000000,19.445,13.100000381469727,1.899999976158142,2.1296403408050537,2.5859999656677246,4.540225505828857,259.3026428222656,499.8000183105469,73.8753393,18.516769
1771514698347000000,20.445,14.600000381469727,2,2.1396403312683105,2.4200000762939453,4.8632283210754395,257.65777587890625,499.8000183105469,73.8752865,18.5167588
1771514699347000000,21.445,14.100000381469727,2,2.1496403217315674,2.559999942779541,4.9342474937438965,255.0342559814453,499.8000183105469,73.8752367,18.5167458
1771514700347000000,22.445,12,1.7000000476837158,2.159640312194824,2.680000066757202,5.048630714416504,252.3950958251953,499.8000183105469,73.8751915,18.5167344
1771514701347000000,23.445,9.600000381469727,1.399999976158142,2.169640302658081,2.700000047683716,5.159906387329102,254.55148315429688,499.8000183105469,73.8751413,18.5167228
1771514702347000000,24.445,7.099999904632568,1.2000000476837158,2.179640293121338,2.7330000400543213,5.235785007476807,258.2934875488281,499.8000183105469,73.8750957,18.5167069
1771514703347000000,25.445,11.300000190734863,1.7000000476837158,2.1896402835845947,2.75,5.2431416511535645,256.3726806640625,499.8000183105469,73.8750516,18.5166967
1771514704347000000,26.445,12.399999618530273,1.600000023841858,2.1996402740478516,2.75,5.191256046295166,251.74481201171875,499.8000183105469,73.8750108,18.5166798
1771514705347000000,27.445,16.799999237060547,2.200000047683716,2.2096402645111084,2.75,5.142465114593506,251.0991973876953,499.8000183105469,73.8749709,18.5166626
1771514706347000000,28.445,13.5,1.899999976158142,2.2196402549743652,2.75,5.029512405395508,254.51536560058594,499.8000183105469,73.8749273,18.5166499
1771514707347000000,29.445,11.199999809265137,1.7000000476837158,2.229640245437622,2.75,4.955216884613037,256.010498046875,499.8000183105469,73.8748804,18.5166396
1771514708347000000,30.445,14.600000381469727,2,2.239640235900879,2.7660000324249268,4.7529449462890625,260,499.8000183105469,73.8748317,18.51663
1771514708559000000,30.657,0,0,1,4.196000099182129,0,0,498.8000183105469,73.8748317,18.51663
1771514709347000000,31.445,15.800000190734863,1.899999976158142,1.0078799724578857,3.996999979019165,4.597498893737793,260,498.8000183105469,73.8747917,18.5166217
1771514710347000000,32.445,15.899999618530273,2.5,1.0178799629211426,4.011000156402588,4.461097717285156,260,498.8000183105469,73.8747583,18.5166167
1771514711347000000,33.445,10.899999618530273,1.899999976158142,1.0278799533843994,4.011000156402588,4.346828937530518,268,498.8000183105469,73.874725,18.5166133
1771514712347000000,34.445,11.5,1.7999999523162842,1.0378799438476562,4.011000156402588,4.204765796661377,262,498.8000183105469,73.8746817,18.5166117
1771514713347000000,35.445,11.699999809265137,1.600000023841858,1.0478800535202026,3.996999979019165,4.077114582061768,258,498.8000183105469,73.874645,18.5166017
1771514714347000000,36.445,10.899999618530273,1.5,1.0578800439834595,2.7160000801086426,4.034907341003418,259,498.8000183105469,73.874605,18.5165933
1771514715347000000,37.445,16.100000381469727,1.7000000476837158,1.0678800344467163,2.632999897003174,3.9731407165527344,266,498.8000183105469,73.87456,18.51659
1771514716347000000,38.445,13.100000381469727,1.600000023841858,1.0778800249099731,2.5329999923706055,3.9031386375427246,260,498.8000183105469,73.8745167,18.5165833
1771514717347000000,39.445,17.799999237060547,1.7000000476837158,1.08788001537323,2.433000087738037,3.778575897216797,259,498.8000183105469,73.8744783,18.516575
1771514718347000000,40.445,19,2,1.0978800058364868,2.3329999446868896,3.719897508621216,257,498.8000183105469,73.8744433,18.5165683
1771514719347000000,41.445,14.800000190734863,2,1.1078799962997437,2.25,3.8115179538726807,258,498.8000183105469,73.8743967,18.5165667
1771514720347000000,42.445,10.399999618530273,1.5,1.1178799867630005,2.2160000801086426,4.006083011627197,264,498.8000183105469,73.8743467,18.5165617
1771514721347000000,43.445,13.199999809265137,1.899999976158142,1.1278799772262573,2.200000047683716,4.149690628051758,264,498.8000183105469,73.8742983,18.51656
1771514722347000000,44.445,12.100000381469727,1.7000000476837158,1.1378799676895142,2.2330000400543213,4.261385440826416,266,498.8000183105469,73.8742483,18.5165583
1771514723347000000,45.445,15.5,2.0999999046325684,1.147879958152771,2.299999952316284,4.372565269470215,264,498.8000183105469,73.8742033,18.516555
1771514724347000000,46.445,10.100000381469727,1.7000000476837158,1.1578799486160278,2.365999937057495,4.45028829574585,263,498.8000183105469,73.8741583,18.5165483
1771514725347000000,47.445,8.800000190734863,1.600000023841858,1.1678800582885742,2.450000047683716,4.595439910888672,266,498.8000183105469,73.8741183,18.5165383
1771514726347000000,48.445,7.900000095367432,1.600000023841858,1.177880048751831,2.5329999923706055,4.769416332244873,275,498.8000183105469,73.8740733,18.5165367
1771514727347000000,49.445,10.300000190734863,1.7000000476837158,1.187880039215088,2.632999897003174,4.968613624572754,277,498.8000183105469,73.87402,18.5165417
1771514728347000000,50.445,13.199999809265137,2,1.1978800296783447,2.700000047683716,5.094720363616943,281,498.8000183105469,73.8739717,18.51655
1771514729347000000,51.445,16.600000381469727,2.0999999046325684,1.2078800201416016,2.75,5.152884006500244,279,498.8000183105469,73.873925,18.516555
1771514730347000000,52.445,11.600000381469727,1.7999999523162842,1.2178800106048584,2.799999952316284,5.119941711425781,285,498.8000183105469,73.8738883,18.5165717
1771514731347000000,53.445,12.699999809265137,1.899999976158142,1.2278800010681152,2.8329999446868896,5.088029384613037,287,498.8000183105469,73.8738367,18.5165833
1771514732347000000,54.445,12.699999809265137,1.899999976158142,1.237879991531372,2.882999897003174,5.103470802307129,283,498.8000183105469,73.8737817,18.5165933
1771514733347000000,55.445,11.899999618530273,2,1.247879981994629,2.9159998893737793,5.150825500488281,282,498.8000183105469,73.8737267,18.516605
1771514734347000000,56.445,10.800000190734863,2,1.2578799724578857,2.950000047683716,5.200753211975098,283,498.8000183105469,73.87367,18.516615
1771514735347000000,57.445,11,1.7999999523162842,1.2678799629211426,2.9660000801086426,5.235754489898682,280,498.8000183105469,73.87361,18.516625
1771514736347000000,58.445,13.5,1.899999976158142,1.2778799533843994,2.9830000400543213,5.2336955070495605,272,498.8000183105469,73.8735517,18.5166267
1771514737347000000,59.445,12.800000190734863,1.899999976158142,1.2878799438476562,3,5.222371578216553,270,498.8000183105469,73.87349,18.5166267
1771514738347000000,60.445,11.800000190734863,2,1.2978800535202026,3,5.297006607055664,270,498.8000183105469,73.8734317,18.516625
1771514739347000000,61.445,9.600000381469727,1.7000000476837158,1.3078800439834595,3,5.394803524017334,265,498.8000183105469,73.873375,18.5166217
1771514740347000000,62.445,7.699999809265137,1.5,1.3178800344467163,2.9830000400543213,5.500836372375488,263,498.8000183105469,73.8733033,18.51662
