time,seconds_elapsed,z,y,x
1771514678253882000,0.351882080078125,10.183950424194336,1.3990501165390015,-2.0059502124786377
1771514678264087600,0.362087646484375,10.222050666809082,1.4130001068115234,-1.9270501136779785
1771514678284292600,0.382292724609375,10.16295051574707,1.336050033569336,-1.7239500284194946
1771514678294601700,0.392601806640625,10.105050086975098,1.3050000667572021,-1.5630000829696655
1771514678315117600,0.41311767578125,10.17495059967041,1.2649500370025635,-1.3860000371932983
1771514678335529700,0.43352978515625,10.21500015258789,1.1980500221252441,-1.2930001020431519
1771514678355944000,0.45394384765625,10.318050384521484,1.2790501117706299,-1.4650501012802124
1771514678376360000,0.47435986328125,10.483050346374512,1.3200000524520874,-1.5180001258850098
1771514678396773600,0.494773681640625,10.80405044555664,1.3129500150680542,-1.5150001049041748
1771514678417188400,0.515188232421875,10.735050201416016,1.2619500160217285,-1.503000020980835
1771514678437605600,0.535605712890625,10.488000869750977,1.360050082206726,-1.4940000772476196
1771514678458024200,0.556024169921875,10.234050750732422,1.4299501180648804,-1.7170500755310059
1771514678478443300,0.576443359375,10.12695026397705,1.4989501237869263,-1.7449500560760498
1771514678498862000,0.596862060546875,10.01205062866211,1.4899500608444214,-1.6950000524520874
1771514678519284000,0.617283935546875,9.910950660705566,1.495050072669983,-1.6300500631332397
1771514678539707400,0.637707275390625,9.885000228881836,1.4970000982284546,-1.8169500827789307
1771514678560125000,0.658125,9.841950416564941,1.4830501079559326,-1.8790501356124878
1771514678580543000,0.67854296875,9.92805004119873,1.4250000715255737,-1.9369500875473022
1771514678600959700,0.698959716796875,10.096050262451172,1.3960500955581665,-1.9420500993728638
1771514678621375500,0.71937548828125,10.051950454711914,1.3960500955581665,-1.755000114440918
1771514678641792800,0.739792724609375,10.21500015258789,1.2889500856399536,-1.5610500574111938
1771514678662211800,0.7602119140625,10.333050727844238,1.165950059890747,-1.5870001316070557
1771514678682631700,0.780631591796875,10.302000045776367,1.3099501132965088,-1.7839500904083252
1771514678703044600,0.801044677734375,10.060050010681152,1.4419500827789307,-1.8820500373840332
1771514678723454700,0.821454833984375,9.700950622558594,1.477950096130371,-1.8769501447677612
1771514678743866400,0.841866455078125,9.535050392150879,1.4610000848770142,-1.8000000715255737
1771514678764278800,0.86227880859375,9.544950485229492,1.4269500970840454,-1.7880001068115234
1771514678784694300,0.8826943359375,9.712950706481934,1.3870500326156616,-1.6639500856399536
1771514678805110800,0.90311083984375,9.841950416564941,1.2360000610351562,-1.527000069618225
1771514678825527300,0.92352734375,10.20300006866455,1.1950500011444092,-1.4050500392913818
1771514678845939700,0.943939697265625,10.591050148010254,1.1089500188827515,-1.432050108909607
1771514678866343700,0.96434375,10.645950317382812,1.0470000505447388,-1.4719500541687012
1771514678886748400,0.98474853515625,10.432950019836426,1.054050087928772,-1.4719500541687012
1771514678907156200,1.00515625,10.213050842285156,1.0470000505447388,-1.4410500526428223
1771514678927567600,1.025567626953125,10.20300006866455,1.0009500980377197,-1.3140000104904175
1771514678947980800,1.045980712890625,10.438050270080566,0.9289500713348389,-1.0939500331878662
1771514678968392700,1.066392822265625,10.56705093383789,0.9079500436782837,-1.2019500732421875
1771514678988809200,1.086809326171875,10.621950149536133,0.9370500445365906,-1.4479501247406006
1771514679009229000,1.10722900390625,10.396950721740723,0.9130500555038452,-1.4749500751495361
1771514679029645000,1.12764501953125,10.179000854492188,0.8620500564575195,-1.207050085067749
1771514679050056400,1.148056396484375,10.078950881958008,0.8550000190734863,-1.0320000648498535
1771514679070467800,1.1684677734375,10.041000366210938,0.9079500436782837,-1.1730000972747803
1771514679090879200,1.188879150390625,10.135950088500977,0.9919500350952148,-1.4650501012802124
1771514679111290600,1.20929052734375,10.18695068359375,0.9580500721931458,-1.429050087928772
